ticker,date,open,close,high,low,volume,gap_pct,rc_result,net_pl
BLIN,2021-06-29,2.672,3.39,3.71,2.64,5888124,26.87,Win,26848.94
GRPH,2021-06-29,22.11,27.6,28.32,22.07,3021720,24.83,Win,26848.94
LWLG,2021-06-29,12.7,14.93,15.09,12.34,1863076,17.56,Win,26848.94
KSHB,2021-06-29,1.04,1.22,1.26,1.03,2084800,17.31,Win,26848.94
EVOL,2021-06-29,2.38,2.77,3.16,2.33,1674200,16.39,Win,26848.94
RCAT,2021-06-29,2.45,2.85,2.93,2.45,2294600,16.33,Win,26848.94
BAOS,2021-06-29,3.37,3.89,4.44,3.37,564750,15.43,Win,26848.94
HOL,2021-06-29,11.64,13.33,13.6499,11.64,3335743,14.52,Win,26848.94
HSSHF,2021-06-29,1.09,1.2305,1.26,1.09,754954,12.89,Win,26848.94
HVBTF,2021-06-29,2.45,2.75,2.76,2.45,6899400,12.24,Win,26848.94
HIVE,2021-06-29,2.45,2.745,2.76,2.45,1379886.6,12.04,Win,26848.94
HVBT,2021-06-29,2.45,2.745,2.76,2.45,6899433,12.04,Win,26848.94
NEGG,2021-06-30,10.85,19.38,19.68,10.75,606285,78.62,Win,47549.39
AGIG,2021-06-30,1.7,2.48,2.85,1.67,1936480,45.88,Win,47549.39
HUSA,2021-06-30,1.7,2.48,2.85,1.67,1936480,45.88,Win,47549.39
NIXXW,2021-06-30,1.02,1.33,1.7499,1.01,525959,30.39,Win,47549.39
RCRTW,2021-06-30,1.02,1.33,1.7499,1.01,525959,30.39,Win,47549.39
YMM,2021-06-30,16.15,20.38,20.8,16,10052000,26.19,Win,47549.39
WTT,2021-06-30,3.3,4.07,4.2,3.15,1296803,23.33,Win,47549.39
NTP,2021-06-30,22.76,27.71,28.5,21.78,953024,21.75,Win,47549.39
NTPIF,2021-06-30,22.76,27.71,28.5,21.78,933028,21.75,Win,47549.39
CHEK,2021-06-30,1.06,1.28,1.45,1.05,3886065,20.75,Win,47549.39
MBAI,2021-06-30,1.06,1.28,1.45,1.05,3886065,20.75,Win,47549.39
CPSH,2021-06-30,8.01,9.61,9.74,7.83,3253537,19.98,Win,47549.39
ASTSW,2021-06-30,4.77,5.7,6.97,4.77,1313597,19.5,Win,47549.39
ASPN,2021-06-30,25.06,29.92,31,25.05,978490,19.39,Win,47549.39
ABTS,2021-06-30,18.83,22.29,23.499,18.01,4410800,18.37,Win,47549.39
MOXC,2021-06-30,18.83,22.29,23.499,18.01,4428517,18.37,Win,47549.39
CCIV-WT,2021-06-30,13.51,15.9,15.94,13.12,690696,17.69,Win,47549.39
LCIDW,2021-06-30,13.51,15.9,15.94,13.12,690696,17.69,Win,47549.39
GLUE,2021-06-30,19.64,22.7,23.17,19.01,700100,15.58,Win,47549.39
LKNCY,2021-06-30,9.82,11.28,12.09,9.82,9982000,14.87,Win,47549.39
GGRP,2021-07-01,11.75,17.66,18.45,10.62,7743300,50.3,Win,26370.62
VRAR,2021-07-01,11.75,17.66,18.45,10.62,7743300,50.3,Win,26370.62
AUUDW,2021-07-01,1.86,2.6001,2.6001,1.6285,825348,39.79,Win,26370.62
DNUT,2021-07-01,16.3,21,21.69,15.5,40888200,28.83,Win,26370.62
MRIN,2021-07-01,11.86,15.08,19.95,11.52,26707898.5,27.15,Win,26370.62
HTZ,2021-07-01,22,26.99,35,16,2339614,22.68,Win,26370.62
HTZZ,2021-07-01,22,26.99,35,16,2339614,22.68,Win,26370.62
GDYN,2021-07-01,15.49,18.8,19.28,15.29,6640300,21.37,Win,26370.62
PLSE,2021-07-01,17.25,20.82,24.3999,16.8,2309051,20.7,Win,26370.62
SDRL_old,2021-07-01,2.575,3.1,3.45,2.575,4229967,20.39,Win,26370.62
SGOC,2021-07-01,2.45,2.94,3.75,2.2792,2858374,20.0,Win,26370.62
TROO,2021-07-01,2.45,2.94,3.75,2.28,2858000,20.0,Win,26370.62
SLCA,2021-07-01,12.18,13.94,14.01,12.1,3126498,14.45,Win,26370.62
SRNE,2021-07-01,9.73,10.99,11.07,9.64,26478629,12.95,Win,26370.62
SRNEQ,2021-07-01,9.73,10.99,11.07,9.64,26478600,12.95,Win,26370.62
ESTE,2021-07-01,11.56,13.01,13.08,11.29,938794,12.54,Win,26370.62
ISEE,2021-07-01,6.3,7.07,7.17,6.3,1980467,12.22,Win,26370.62
HUT,2021-07-01,4.3,4.74,5,4.3,1020091.6,10.23,Win,26370.62
HUTMF,2021-07-01,4.3,4.74,5,4.3,5100458,10.23,Win,26370.62
SQBG,2021-07-02,9.25,15.7,25.25,8.7201,28008990,69.73,Win,47315.58
SQBGQ,2021-07-02,9.25,15.7,25.25,8.72,27994300,69.73,Win,47315.58
BLIN,2021-07-02,6.11,8.97,8.97,6.0105,144081109,46.81,Win,47315.58
ASTRW,2021-07-02,4,5.15,5.74,3.94,1007956,28.75,Win,47315.58
LTRYW,2021-07-02,2.27,2.68,2.69,2.18,843312,18.06,Win,47315.58
TDACW,2021-07-02,2.27,2.68,2.69,2.18,838353,18.06,Win,47315.58
BGI,2021-07-02,2.51,2.94,3,2.5,2490600,17.13,Win,47315.58
NLST,2021-07-02,4.11,4.78,4.98,4.02,5698397,16.3,Win,47315.58
EFOI,2021-07-02,3.87,4.42,5.37,3.83,885181,14.21,Win,47315.58
OPTT,2021-07-02,2.6,2.96,3.28,2.6,45451200,13.85,Win,47315.58
ISEE,2021-07-02,7.05,7.94,8.0495,6.9601,5244894,12.62,Win,47315.58
ASTR,2021-07-02,13.89,15.47,16.95,13.4,1172533,11.38,Win,47315.58
SDRL_old,2021-07-02,3.1,3.45,3.74,2.89,5537116,11.29,Win,47315.58
LHDX,2021-07-02,6.1,6.74,7.05,6.1,793462,10.49,Win,47315.58
LHDXQ,2021-07-02,6.1,6.74,7.05,6.1,784151,10.49,Win,47315.58
PBTS,2021-07-06,1.84,3.05,3.64,1.83,41983981,65.76,Win,7695.95
GTT,2021-07-06,1.02,1.41,1.55,1.02,6316853,38.24,Win,7695.95
GTTN,2021-07-06,1.02,1.41,1.55,1.02,6316900,38.24,Win,7695.95
GTTNQ,2021-07-06,1.02,1.41,1.55,1.02,6316900,38.24,Win,7695.95
BSQR,2021-07-06,5.16,7.05,7.65,4.79,203047326,36.63,Win,7695.95
RCAT,2021-07-06,2.57,3.49,3.7,2.46,18360800,35.8,Win,7695.95
DTST,2021-07-06,5.84,7.29,8.24,5.8001,6795288,24.83,Win,7695.95
GLOP,2021-07-06,4.17,5.03,5.93,4.13,26437806,20.62,Win,7695.95
EVOL,2021-07-06,2.25,2.68,2.79,2.16,1738200,19.11,Win,7695.95
SDRL_old,2021-07-06,4.99,5.9,5.9,4.7,12475848,18.24,Win,7695.95
QUMU,2021-07-06,2.82,3.32,3.3893,2.76,2875317,17.73,Win,7695.95
YMM,2021-07-06,15.215,17.75,17.8,14.89,24114200,16.66,Win,7695.95
RSSS,2021-07-06,2.69,3.13,3.26,2.65,1081451,16.36,Win,7695.95
BLOZF,2021-07-06,0.887,1.03,1.1,0.794,975300,16.12,Win,7695.95
MLND,2021-07-06,11.48,13.24,13.67,11.36,655325,15.33,Win,7695.95
BDR,2021-07-06,1.31,1.51,1.51,1.23,11273125,15.27,Win,7695.95
BDRLQ,2021-07-06,1.31,1.51,1.51,1.23,11255920,15.27,Win,7695.95
GRMM,2021-07-06,3.16,3.59,3.76,3.12,1280818,13.61,Win,7695.95
GRMMD,2021-07-06,3.16,3.59,3.76,3.12,1280818,13.61,Win,7695.95
IPDN,2021-07-06,1.9,2.12,2.75,1.9,505470,11.58,Win,7695.95
PBIO,2021-07-07,2.495,4.01,4.03,2.44,666893,60.72,Win,20947.08
BTU,2021-07-07,8.05,10.01,10.54,8.01,45548129,24.35,Win,20947.08
GMMVD,2021-07-07,3.61,4.34,4.63,3.48,3828196,20.22,Win,20947.08
GMMVF,2021-07-07,3.61,4.34,4.63,3.48,3828196,20.22,Win,20947.08
GMVD,2021-07-07,3.61,4.34,4.63,3.48,3830475,20.22,Win,20947.08
APYPD,2021-07-07,0.96,1.14,1.22,0.94,1540831.1,18.75,Win,20947.08
GRMM,2021-07-07,3.49,4.05,4.49,3.4735,4195823,16.05,Win,20947.08
GRMMD,2021-07-07,3.49,4.05,4.49,3.4735,4195823,16.05,Win,20947.08
KBSF,2021-07-07,3.86,4.44,5.2,3.7,1723961,15.03,Win,20947.08
ISEE,2021-07-07,8.42,9.61,9.79,8.33,7672129,14.13,Win,20947.08
PFSW,2021-07-07,10.65,11.78,12.2399,10.51,1804559,10.61,Win,20947.08
AVNI,2021-07-08,2.25,5.52,8.37,1.8603,1324255.38,145.33,Win,18398.29
GGPIW,2021-07-08,1.35,2.75,2.95,1.25,3284358,103.7,Win,18398.29
MITQ,2021-07-08,12,24,27.308,12,2479400,100.0,Win,18398.29
NVFY,2021-07-08,3.49,6.5,6.66,3.35,3193806,86.25,Win,18398.29
XWIN,2021-07-08,3.49,6.5,6.66,3.35,3193800,86.25,Win,18398.29
AGRIW,2021-07-08,0.76,1.25,1.35,0.6801,554407,64.47,Win,18398.29
UTME,2021-07-08,8.5,12.88,13.65,8.15,11900727,51.53,Win,18398.29
LMFA,2021-07-08,3.84,5.65,7.81,3.77,7661833,47.14,Win,18398.29
COHN,2021-07-08,20.3,27.05,49.95,20.1537,18974189,33.25,Win,18398.29
ABTS,2021-07-08,21.676,27.5,28.63,21.13,4393800,26.87,Win,18398.29
MOXC,2021-07-08,21.6761,27.5,28.63,21.13,4420126,26.87,Win,18398.29
XTNT,2021-07-08,1.47,1.85,1.9086,1.43,1696758,25.85,Win,18398.29
CARV,2021-07-08,17.43,21.89,38.87,16.61,95401070,25.59,Win,18398.29
DTST,2021-07-08,8.0052,9.99,10.3476,7.95,2703445,24.79,Win,18398.29
CND-WT,2021-07-08,1.8,2.2,2.2,1.71,4367827,22.22,Win,18398.29
ATHE,2021-07-08,1.69,2.02,2.13,1.61,1656203.9,19.53,Win,18398.29
NMTR,2021-07-08,20.96,24.8,28.4,20.6,2209169.9,18.32,Win,18398.29
NMTRQ,2021-07-08,1.048,1.24,1.42,1.03,2209169,18.32,Win,18398.29
AADI,2021-07-08,2.36,2.79,3.32,2.23,16388513.53,18.22,Win,18398.29
ARPO,2021-07-08,2.36,2.79,3.32,2.23,246358013,18.22,Win,18398.29
SGOC,2021-07-09,2.4071,9.79,18.8,2.405,124749098,306.71,Win,46306.49
TROO,2021-07-09,2.41,9.79,18.8,2.4,125285900,306.22,Win,46306.49
MLND,2021-07-09,10.53,15.67,25.02,10.53,7828404,48.81,Win,46306.49
TPST,2021-07-09,10.53,15.67,25.02,10.53,602184.92,48.81,Win,46306.49
LHDX,2021-07-09,6.56,8.5,10.158,6.5301,11436380,29.57,Win,46306.49
LHDXQ,2021-07-09,6.56,8.5,10.158,6.5301,11475200,29.57,Win,46306.49
MTSL,2021-07-09,3.8,4.74,6.44,3.58,24453885,24.74,Win,46306.49
MDIA,2021-07-09,3.45,4.13,4.5,3.37,886200,19.71,Win,46306.49
HTZWW,2021-07-09,8.64,9.98,10,8.6,1602534,15.51,Win,46306.49
HTZZW,2021-07-09,8.64,9.98,10,8.6,1602534,15.51,Win,46306.49
CXM,2021-07-09,19.58,22.37,22.64,19.57,1353400,14.25,Win,46306.49
FPACW,2021-07-09,2.06,2.35,2.35,2,3245557,14.08,Win,46306.49
SQBG,2021-07-09,11.94,13.48,18.7,11.5,8015197,12.9,Win,46306.49
SQBGQ,2021-07-09,11.94,13.48,18.7,11.5,8005600,12.9,Win,46306.49
TAKOF,2021-07-09,0.985,1.11,1.11,0.9341,1015547,12.69,Win,46306.49
WTT,2021-07-09,3.12,3.51,3.7062,3.1,1078352,12.5,Win,46306.49
LKNCY,2021-07-09,12.4,13.94,13.99,12.33,3560900,12.42,Win,46306.49
GWHP,2021-07-09,1.1514,1.287,1.3785,1.1325,886882,11.78,Win,46306.49
BRN,2021-07-09,2.43,2.7,2.7,2.43,648899,11.11,Win,46306.49
RMNI,2021-07-09,6.89,7.65,7.71,6.84,703043,11.03,Win,46306.49
MDIA,2021-07-12,4.2,17,17.4,4.2,87468600,304.76,Win,20864.0
LCAPW,2021-07-12,1.02,2.2303,2.5399,1.02,7759525,118.66,Win,20864.0
MSPRZ,2021-07-12,1.02,2.2303,2.5399,1.02,7771000,118.66,Win,20864.0
WORX,2021-07-12,1.65,2.66,3.33,1.65,5307480,61.21,Win,20864.0
SEED,2021-07-12,8.9,12.68,14.4,8.61,15447300,42.47,Win,20864.0
DTSS,2021-07-12,2.35,3.2,4.29,2.35,2851955.2,36.17,Win,20864.0
CLWT,2021-07-12,2.5933,3.32,3.8067,2.5133,6094609.31,28.02,Win,20864.0
IMTE,2021-07-12,3.97,5.04,5.2799,3.9461,1666969.9,26.95,Win,20864.0
BAOS,2021-07-12,3.24,4.05,4.46,3.101,628950,25.0,Win,20864.0
SNMP,2021-07-12,0.93,1.12,1.19,0.93,9860986,20.43,Win,20864.0
MSN,2021-07-12,1.27,1.5,1.59,1.2231,1527071,18.11,Win,20864.0
SGOC,2021-07-12,17.01,20,29,17,115981642,17.58,Win,20864.0
TROO,2021-07-12,17.01,20,29,17,115769600,17.58,Win,20864.0
AUTO,2021-07-12,3.06,3.57,3.7,3.011,640478,16.67,Win,20864.0
TUFN,2021-07-12,9.47,11.01,13.5,9.47,6777219,16.26,Win,20864.0
XTNT,2021-07-12,1.75,2,2.38,1.75,5162571,14.29,Win,20864.0
SLI,2021-07-12,4.9,5.53,5.57,4.9,1104800,12.86,Win,20864.0
STLHF,2021-07-12,4.9,5.53,5.57,4.9,1104808,12.86,Win,20864.0
HFFG,2021-07-12,5.37,6.04,6.46,5.37,840127,12.48,Win,20864.0
LAAC,2021-07-12,5.7568,6.4032,6.4395,5.6662,18842246,11.23,Win,20864.0
AHPI,2021-07-13,3.91,9.06,11.54,3.9,211616900,131.71,Win,37400.15
AHPIQ,2021-07-13,3.91,9.06,11.54,3.9,211616885,131.71,Win,37400.15
RCAT,2021-07-13,3.03,4.76,6.06,2.85,76559800,57.1,Win,37400.15
SDRL_old,2021-07-13,5.13,6.58,6.7,5.13,8400204,28.27,Win,37400.15
XBIO,2021-07-13,2.04,2.46,3.23,1.99,1493324,20.59,Win,37400.15
FWP,2021-07-13,8.5,10.01,10.6,8.5,994040,17.76,Win,37400.15
OCC,2021-07-13,3.61,4.22,4.97,3.61,857795,16.9,Win,37400.15
BOSC,2021-07-13,4.2,4.86,5.12,4.0701,1179768,15.71,Win,37400.15
ATOS,2021-07-13,5.515,6.34,6.78,5.41,2578800,14.96,Win,37400.15
PFMT,2021-07-13,4.06,4.66,4.73,4.01,3545825,14.78,Win,37400.15
PHLT,2021-07-13,4.06,4.66,4.73,4.01,3545500,14.78,Win,37400.15
SOHU,2021-07-13,20.68,23.73,23.98,20.63,6662121,14.75,Win,37400.15
GGRP,2021-07-13,9.3,10.66,11.23,9.3,2685600,14.62,Win,37400.15
VRAR,2021-07-13,9.3,10.66,11.23,9.3,2685600,14.62,Win,37400.15
TDUP,2021-07-13,25.96,29.52,29.84,25.861,510900,13.71,Win,37400.15
NINE,2021-07-13,2.9,3.29,3.6999,2.8176,2572722,13.45,Win,37400.15
AFIB,2021-07-13,13.66,15.48,15.72,13.14,806800,13.32,Win,37400.15
ALNA,2021-07-13,1.23,1.39,1.45,1.18,2414018,13.01,Win,37400.15
INMB,2021-07-13,23.89,26.68,29,23.1,1739100,11.68,Win,37400.15
YMM,2021-07-13,15.77,17.57,17.8,15.77,3171500,11.41,Win,37400.15
MNTSW,2021-07-14,1.75,2.36,2.6,1.75,741780,34.86,Win,34560.31
SRACW,2021-07-14,1.75,2.36,2.6,1.75,801176,34.86,Win,34560.31
WHLM,2021-07-14,4.87,6.16,9.38,4.83,49423887,26.49,Win,34560.31
RCAT,2021-07-14,3.9,4.88,5.12,3.88,13814100,25.13,Win,34560.31
SDRL_old,2021-07-14,6.7,8.26,8.35,6,12223287,23.28,Win,34560.31
USEG,2021-07-14,4.13,5.04,7.91,4.04,76380200,22.03,Win,34560.31
IINNW,2021-07-14,1.12,1.35,1.8,1.06,733040,20.54,Win,34560.31
ACRX,2021-07-14,1.285,1.51,1.55,1.2347,22828438,17.51,Win,34560.31
TLPH,2021-07-14,1.29,1.51,1.55,1.23,1138680,17.05,Win,34560.31
MLND,2021-07-14,19.27,22.52,27.67,19.0401,5173648,16.87,Win,34560.31
GBS,2021-07-14,3.7,4.29,5.11,3.64,6287414,15.95,Win,34560.31
CPLG,2021-07-14,12.04,13.45,13.94,12,1722163,11.71,Win,34560.31
SGOC,2021-07-14,11.9694,13.2,19.01,11.03,112848105,10.28,Win,34560.31
TROO,2021-07-14,11.97,13.2,19.01,11.03,112705700,10.28,Win,34560.31
YVR,2021-07-15,1.62,2.62,2.68,1.5646,183828104,61.73,Win,8461.02
YVRLF,2021-07-15,1.62,2.62,2.68,1.5646,45931283,61.73,Win,8461.02
SDRL_old,2021-07-15,8.3,11.54,12.9,7.82,21643622,39.04,Win,8461.02
AACG,2021-07-15,2.98,3.83,4.75,2.94,43796200,28.52,Win,8461.02
GPX,2021-07-15,15.55,19.95,20.5,15.306,1248594,28.3,Win,8461.02
BBIG,2021-07-15,2.259,2.7548,2.9725,2.1155,3646081,21.95,Win,8461.02
ABTS,2021-07-15,23.17,27.7,29.7,21.85,6024400,19.55,Win,8461.02
MOXC,2021-07-15,23.17,27.7,29.7,21.85,6061998,19.55,Win,8461.02
ARL,2021-07-15,11.68,13.62,20.38,11.5,7985000,16.61,Win,8461.02
MSN,2021-07-15,1.26,1.46,1.565,1.24,2414269,15.87,Win,8461.02
IINN,2021-07-15,4.51,5.2,5.88,4.31,8376400,15.3,Win,8461.02
NINE,2021-07-15,2.84,3.2,3.42,2.8204,986118,12.68,Win,8461.02
LWLG,2021-07-15,8.655,9.7,10.25,8.61,804485,12.07,Win,8461.02
CIDM,2021-07-15,1.34,1.49,1.65,1.23,174921616,11.19,Win,8461.02
CNVS,2021-07-15,1.34,1.49,1.65,1.23,8729050,11.19,Win,8461.02
CTK,2021-07-15,1.64,1.82,1.89,1.6,901058,10.98,Win,8461.02
NRDE,2021-07-15,8.02,8.89,9.35,7.92,726313,10.85,Win,8461.02
RIDE,2021-07-15,8.02,8.89,9.35,7.92,11080864,10.85,Win,8461.02
RIDEQ,2021-07-15,8.02,8.89,9.35,7.92,726313,10.85,Win,8461.02
EVGO,2021-07-15,10.95,12.08,13.5,10.4,10502300,10.32,Win,8461.02
RCAT,2021-07-16,4.86,7.1,7.46,4.8,29172300,46.09,Win,16565.85
GXGXW,2021-07-16,1.17,1.7,2.4,1.17,2611835,45.3,Win,16565.85
CELU,2021-07-16,8.18,10.2,12.58,8.07,1731920,24.69,Win,16565.85
GXGX,2021-07-16,8.18,10.2,12.58,8.07,17298590,24.69,Win,16565.85
STVN,2021-07-16,16.65,19.67,19.67,16.61,12538600,18.14,Win,16565.85
KDMN,2021-07-16,3.63,4.28,4.87,3.595,28150653,17.91,Win,16565.85
RPID,2021-07-16,20.5,24.1,24.76,20,500858,17.56,Win,16565.85
OXBR,2021-07-16,3.21,3.57,3.63,3.03,1556769,11.21,Win,16565.85
FATHW,2021-07-16,1.45,1.61,1.61,1.41,745821,11.03,Win,16565.85
WEI,2021-07-16,1.11,1.23,1.28,1.11,3704952,10.81,Win,16565.85
WEIDY,2021-07-16,1.11,1.23,1.28,1.11,3621609,10.81,Win,16565.85
CTK,2021-07-16,1.81,2,2.14,1.76,1898460,10.5,Win,16565.85
BYRN,2021-07-16,23.01,25.41,26.78,22.55,1858900,10.43,Win,16565.85
AHPI,2021-07-19,5.59,8.32,10.19,5.49,31543900,48.84,Win,23994.48
AHPIQ,2021-07-19,5.59,8.32,10.19,5.49,31543858,48.84,Win,23994.48
MTSL,2021-07-19,4.05,5.69,6.14,3.85,40016442,40.49,Win,23994.48
ALF_old,2021-07-19,8.63,12.05,12.4,8.55,9846100,39.63,Win,23994.48
ALFIQ,2021-07-19,8.63,12.05,12.4,8.55,9846100,39.63,Win,23994.48
AEHR,2021-07-19,4.93,6.39,6.75,4.23,139700297,29.61,Win,23994.48
GLG,2021-07-19,0.91,1.12,1.12,0.9,16563924,23.08,Win,23994.48
ADMP,2021-07-19,0.8574,1.04,1.09,0.85,9240347,21.3,Win,23994.48
APT,2021-07-19,8.2,9.92,10.2,7.9,18804920,20.98,Win,23994.48
ASXC,2021-07-19,2.21,2.6,2.67,2.16,12088500,17.65,Win,23994.48
OCGN,2021-07-19,6.49,7.52,7.6699,6.37,39674930,15.87,Win,23994.48
CYDY,2021-07-19,1.44,1.66,1.8,1.44,5179100,15.28,Win,23994.48
VXRT,2021-07-19,6.84,7.84,8.09,6.78,12199410,14.62,Win,23994.48
LHDX,2021-07-19,6.46,7.4,7.88,6.08,1657029,14.55,Win,23994.48
LHDXQ,2021-07-19,6.46,7.4,7.88,6.08,1643135,14.55,Win,23994.48
FWP,2021-07-19,10.73,12.25,13.33,10.27,525649,14.17,Win,23994.48
GXGX,2021-07-19,10.719,12.15,12.39,10.3,1080800,13.35,Win,23994.48
NNVC,2021-07-19,3.93,4.45,4.96,3.9,620200,13.23,Win,23994.48
NWBO,2021-07-19,1.23,1.39,1.39,1.22,1442800,13.01,Win,23994.48
BODI,2021-07-19,7.79,8.79,8.79,7.19,2913237,12.84,Win,23994.48
NURO,2021-07-20,4.03,10.04,12,3.86,35253476.5,149.13,Win,19634.64
LXU,2021-07-20,4.84,7,7.69,4.75,6821503.37,44.63,Win,19634.64
NVFY,2021-07-20,3.35,4.49,4.62,3.2,2569220,34.03,Win,19634.64
XWIN,2021-07-20,3.35,4.49,4.62,3.2,2569220,34.03,Win,19634.64
IPWR,2021-07-20,11.5,15.39,15.965,11.5,750900,33.83,Win,19634.64
SDRL_old,2021-07-20,5.65,6.85,7.39,5.62,7693548,21.24,Win,19634.64
QUBT,2021-07-20,7.54,9.1,9.75,7.51,2873074,20.69,Win,19634.64
SNMP,2021-07-20,1.2,1.44,1.54,1.15,11066925,20.0,Win,19634.64
ENDP,2021-07-20,3.5,4.19,4.59,3.45,41018069,19.71,Win,19634.64
ENDPQ,2021-07-20,3.5,4.19,4.59,3.45,40362173,19.71,Win,19634.64
POLSW,2021-07-20,1.6,1.89,1.96,1.53,1141156,18.12,Win,19634.64
POLWQ,2021-07-20,1.6,1.89,1.96,1.53,1141156,18.12,Win,19634.64
EVGOW,2021-07-20,2.6,3.01,3.0706,2.49,694196,15.77,Win,19634.64
XTNT,2021-07-20,1.24,1.42,1.44,1.23,6778221,14.52,Win,19634.64
CCIV-WT,2021-07-20,10.5,11.87,12.13,10.2,612128,13.05,Win,19634.64
LCIDW,2021-07-20,10.5,11.87,12.13,10.2,612128,13.05,Win,19634.64
MPU,2021-07-20,11.19,12.58,12.9,10.92,1272500,12.42,Win,19634.64
MTMT,2021-07-20,11.19,12.58,12.9,10.92,1272500,12.42,Win,19634.64
EVGO,2021-07-20,11.5,12.89,12.939,11.487,1913800,12.09,Win,19634.64
FEMY,2021-07-20,7.16,8.02,9.49,7.017,1054600,12.01,Win,19634.64
AEHR,2021-07-21,5.44,8.03,8.6,5.24,32807270,47.61,Win,47954.33
CEMI,2021-07-21,4.01,5.34,6.95,3.83,396744909,33.17,Win,47954.33
NSPR,2021-07-21,4.3,5.59,6.82,4.3,14657000,30.0,Win,47954.33
MRIN,2021-07-21,8,9.75,11.98,7.85,7699181.67,21.88,Win,47954.33
MMATQ,2021-07-21,3.19,3.83,4.24,3.1801,628371,20.06,Win,47954.33
FNMAS,2021-07-21,1.7,2.04,2.04,1.67,884464,20.0,Win,47954.33
SNPXD,2021-07-21,9.75,11.65,11.89,9.65,1464269,19.49,Win,47954.33
NURO,2021-07-21,17.41,20.8,38.67,15.75,11149700.25,19.47,Win,47954.33
BLIN,2021-07-21,5.35,6.25,6.68,5.35,5624778,16.82,Win,47954.33
MITQ,2021-07-21,3.99,4.61,4.63,3.85,2937500,15.54,Win,47954.33
FNMAT,2021-07-21,1.49,1.72,1.73,1.45,669936,15.44,Win,47954.33
MDIA,2021-07-21,5.53,6.36,6.45,5.53,963400,15.01,Win,47954.33
ARBKF,2021-07-21,1.351,1.553,1.57,1.35,807400,14.95,Win,47954.33
NM,2021-07-21,4.71,5.39,5.46,4.6106,690948,14.44,Win,47954.33
YVR,2021-07-21,1.67,1.9,1.96,1.63,3218339,13.77,Win,47954.33
YVRLF,2021-07-21,1.67,1.9,1.96,1.63,799708,13.77,Win,47954.33
RECAF,2021-07-21,7.815,8.866,8.866,7.689,640500,13.45,Win,47954.33
CTIB,2021-07-21,2.19,2.48,2.54,2.185,660583,13.24,Win,47954.33
CPOP,2021-07-21,7.16,8.08,9.24,7.06,708070,12.85,Win,47954.33
LFMD,2021-07-21,9.18,10.35,10.35,9.18,501500,12.75,Win,47954.33
HYFT,2021-07-22,6.83,13.22,16.47,6.61,121748100,93.56,Win,88117.95
IPA,2021-07-22,6.83,13.22,16.47,6.61,121748100,93.56,Win,88117.95
NRXPW,2021-07-22,4.74,6.76,7.2017,4.2001,729350,42.62,Win,88117.95
NRXP,2021-07-22,11.67,16.45,18.28,11.06,5837630,40.96,Win,88117.95
SGMA,2021-07-22,5.25,7.07,7.2,4.93,3249318,34.67,Win,88117.95
DTST,2021-07-22,4.09,5,6.1,3.95,3508661,22.25,Win,88117.95
VTEX,2021-07-22,21.4,26,26.74,21.25,2149120,21.5,Win,88117.95
BODI,2021-07-22,9.14,10.72,10.74,9.1,2733055,17.29,Win,88117.95
BODY-WS,2021-07-22,9.14,10.72,10.74,9.1,2733055,17.29,Win,88117.95
CNVY,2021-07-22,7.99,9.07,9.26,7.75,525331,13.52,Win,88117.95
ARDS,2021-07-22,5.19,5.85,6.31,5.05,983800,12.72,Win,88117.95
BCAUY,2021-07-23,5.05,8.49,19,5.05,1972800,68.12,Win,39147.37
NRXPW,2021-07-23,10.5,14.745,16.1,7.29,706580,40.43,Win,39147.37
AACG,2021-07-23,3.26,4.13,4.27,3.16,2327700,26.69,Win,39147.37
NRXP,2021-07-23,20.2,24.77,26.24,16.55,5814750,22.62,Win,39147.37
FFIEW,2021-07-23,2.9,3.5,3.77,2.9,501671,20.69,Win,39147.37
EVLV,2021-07-23,8.91,10.7,12.41,8.0895,1775554,20.09,Win,39147.37
EDU,2021-07-23,2.47,2.93,2.96,2.45,80673156.2,18.62,Win,39147.37
XBIO,2021-07-23,2.2,2.52,4.75,2.18,30054640.6,14.55,Win,39147.37
TLSA,2021-07-23,1.81,2.07,2.25,1.76,3321683,14.36,Win,39147.37
FWP,2021-07-23,15.55,17.66,18.4899,14.72,600802,13.57,Win,39147.37
PSAC,2021-07-23,13.05,14.82,15.03,12.52,6474700,13.56,Win,39147.37
SGRP,2021-07-23,1.53,1.73,1.76,1.51,1378014,13.07,Win,39147.37
LHDX,2021-07-23,7.1,7.98,8.7,7,1629753,12.39,Win,39147.37
LHDXQ,2021-07-23,7.1,7.98,8.7,7,1624125,12.39,Win,39147.37
SPRT,2021-07-23,5.5,6.18,6.29,4.89,8862374,12.36,Win,39147.37
BTBT,2021-07-26,4.882,8.87,9.41,4.882,209773900,81.69,Win,27383.38
NCTY,2021-07-26,9.55,13.4,13.9,9.16,2018510,40.31,Win,27383.38
SGRP,2021-07-26,1.78,2.21,3.86,1.7624,127002203,24.16,Win,27383.38
MSC,2021-07-26,9.41,11.29,15.79,9.35,725826,19.98,Win,27383.38
LCIDW,2021-07-26,11.61,13.8,15.47,10.9985,959967,18.86,Win,27383.38
EXPR,2021-07-26,4.52,5.37,5.49,4.52,11139615,18.81,Win,27383.38
AHPI,2021-07-26,5.28,6.27,6.39,5.28,5732900,18.75,Win,27383.38
