ticker,date,open,close,high,low,volume,gap_pct,rc_result,net_pl
CHEK,2021-01-04,0.722,1.45,1.65,0.667,17828570,100.83,Win,28625.95
MBAI,2021-01-04,0.722,1.45,1.65,0.667,17828570,100.83,Win,28625.95
ATLXD,2021-01-04,1.05,1.95,3.675,1.05,1252828,85.71,Win,28625.95
ASXC,2021-01-04,0.68,1.17,1.2,0.65,75714700,72.06,Win,28625.95
TRXC,2021-01-04,0.68,1.17,1.2,0.6499,75776936,72.06,Win,28625.95
VRAY,2021-01-04,4.07,6.41,6.95,4.064,21446756,57.49,Win,28625.95
VRAYQ,2021-01-04,4.07,6.41,6.95,4.064,21153218,57.49,Win,28625.95
PAND,2021-01-04,14.75,21.94,23.46,14.75,564844,48.75,Win,28625.95
ISIG,2021-01-04,4.95,7.31,10.41,4.76,2187300,47.68,Win,28625.95
LDWY,2021-01-04,4.95,7.31,10.41,4.76,2137100,47.68,Win,28625.95
TULP,2021-01-04,4.95,7.31,10.41,4.76,2137100,47.68,Win,28625.95
BNGO,2021-01-04,5.21,7.2,7.24,4.51,973164,38.2,Win,28625.95
EYPT,2021-01-04,6.9,9.01,9.3615,6.87,1314861,30.58,Win,28625.95
UUU,2021-01-04,4.92,6.16,7,4.73,992100,25.2,Win,28625.95
CNPOF,2021-01-04,0.892,1.0872,1.14,0.892,728551,21.88,Win,28625.95
NOVN,2021-01-04,0.89,1.08,1.18,0.8201,90501624,21.35,Win,28625.95
NOVNQ,2021-01-04,0.89,1.08,1.18,0.8201,9024301,21.35,Win,28625.95
BTU,2021-01-04,2.46,2.94,2.96,2.45,5765985,19.51,Win,28625.95
EYES,2021-01-04,1.9691,2.35,2.35,1.93,1141155,19.34,Win,28625.95
GENE,2021-01-04,3.79,4.5,4.55,3.75,881600,18.73,Win,28625.95
MXC,2021-01-05,5.56,10.45,12.9,5.56,2371700,87.95,Win,24668.81
BBI,2021-01-05,0.8592,1.22,1.25,0.84,28362913,41.99,Win,24668.81
NCTY,2021-01-05,6.33,8.56,10.1,5.96,2665490,35.23,Win,24668.81
ENSV,2021-01-05,1.9,2.45,2.57,1.8616,9746911,28.95,Win,24668.81
LTBR,2021-01-05,4.21,5.39,5.6,4.21,1052024,28.03,Win,24668.81
MARA,2021-01-05,10.7,13.59,14.3,10.69,61984100,27.01,Win,24668.81
VGFC,2021-01-05,4.54,5.71,5.75,4.53,748891,25.77,Win,24668.81
VGFCQ,2021-01-05,4.54,5.71,5.75,4.53,748891,25.77,Win,24668.81
VRYYF,2021-01-05,4.54,5.71,5.75,4.53,748891,25.77,Win,24668.81
BIDS,2021-01-05,8.25,10.2,10.2,8,18245824,23.64,Win,24668.81
TGC,2021-01-05,1.17,1.44,1.48,1.15,1479437,23.08,Win,24668.81
GBR,2021-01-05,1.79,2.2,2.28,1.79,794499,22.91,Win,24668.81
NMTR,2021-01-05,17.6,21.4,22,16.8,994859.05,21.59,Win,24668.81
NMTRQ,2021-01-05,0.88,1.07,1.1,0.84,994859,21.59,Win,24668.81
EH,2021-01-05,21.18,25.5,25.5,21.02,2294000,20.4,Win,24668.81
ATOS,2021-01-05,0.9499,1.14,1.21,0.9499,1519342.73,20.01,Win,24668.81
VERU,2021-01-05,7.9229,9.49,9.7,7.7695,1171902,19.78,Win,24668.81
CENN,2021-01-05,3.442,4.12,4.7,2.75,586914,19.7,Win,24668.81
RESN,2021-01-05,3.11,3.72,4.15,3.02,8199925,19.61,Win,24668.81
HTGM,2021-01-05,5.12,6.1,6.68,5.001,1410268,19.14,Win,24668.81
UONE,2021-01-06,4.46,8.87,8.87,4.46,1622250,98.88,Win,12273.43
BTCS,2021-01-06,2.5,3.98,4.7,2.475,1187893,59.2,Win,12273.43
NCTY,2021-01-06,9.66,14.89,15.86,9.56,4904120,54.14,Win,12273.43
UONEK,2021-01-06,1.3,1.77,1.77,1.28,778660.8,36.15,Win,12273.43
VISL,2021-01-06,1.46,1.98,1.99,1.46,787766,35.62,Win,12273.43
WBAI,2021-01-06,8.7,11.65,13.24,8.5801,3048659,33.91,Win,12273.43
ARBKF,2021-01-06,1.13,1.5,1.6,1.03,17753010,32.74,Win,12273.43
CBIIF,2021-01-06,0.85,1.113,1.19,0.85,522739,30.94,Win,12273.43
SLHG,2021-01-06,0.85,1.113,1.19,0.85,522739,30.94,Win,12273.43
BIDS,2021-01-06,10.2,13.02,13.7,10.2,39574848,27.65,Win,12273.43
DMGGF,2021-01-06,0.82,1.02,1.22,0.72,12489500,24.39,Win,12273.43
CBAT,2021-01-06,5.25,6.4,7.2794,5.24,49621199,21.9,Win,12273.43
UUU,2021-01-06,5.71,6.9,7.69,5.41,1535500,20.84,Win,12273.43
ZN,2021-01-06,0.92,1.08,1.14,0.87,2353999,17.39,Win,12273.43
ZNOG,2021-01-06,0.92,1.08,1.14,0.87,2353999,17.39,Win,12273.43
KSHB,2021-01-06,0.93,1.09,1.18,0.91,4427500,17.2,Win,12273.43
BRGGD,2021-01-06,1.06,1.2406,1.28,1.06,1052711,17.04,Win,12273.43
BRGGF,2021-01-06,1.06,1.2406,1.28,1.06,1052711,17.04,Win,12273.43
BRGGF_old,2021-01-06,1.06,1.2406,1.28,1.06,1052711,17.04,Win,12273.43
GDNSF,2021-01-06,1.56,1.82,2.15,1.5596,1027198,16.67,Win,12273.43
FTFT,2021-01-07,11.55,28.75,29.6,10.85,1476743,148.92,Win,38461.79
DDD,2021-01-07,12.36,22.96,25.33,12.36,193566703,85.76,Win,38461.79
SOFIW,2021-01-07,3.63,6.03,7.3,3.37,9385785,66.12,Win,38461.79
IPOE,2021-01-07,12.2,19.14,22,12.05,64966226,56.89,Win,38461.79
IPOE-U,2021-01-07,12.2,19.14,22,12.05,64876993,56.89,Win,38461.79
IPOE-WS,2021-01-07,12.2,19.14,22,12.05,64876993,56.89,Win,38461.79
IPOE-WT,2021-01-07,12.2,19.14,22,12.05,64876993,56.89,Win,38461.79
SOFI,2021-01-07,12.2,19.14,22,12.05,64877000,56.89,Win,38461.79
CHKAQ,2021-01-07,2.17,3.4,4.15,2.17,2112004,56.68,Win,38461.79
BTCS,2021-01-07,4.549,7.0922,8.188,4.5,1602971,55.91,Win,38461.79
ENG,2021-01-07,3.28,5.1,5.44,3.26,15173051,55.49,Win,38461.79
ENGC,2021-01-07,3.28,5.1,5.44,3.26,1896638,55.49,Win,38461.79
ENGCQ,2021-01-07,3.28,5.1,5.44,3.26,1896638,55.49,Win,38461.79
ISUN,2021-01-07,11.6,16.2,16.2,11.25,4292279,39.66,Win,38461.79
PECK,2021-01-07,11.6,16.2,16.2,11.25,4292279,39.66,Win,38461.79
SUNW,2021-01-07,6.65,9.03,9.1,6.65,39318767,35.79,Win,38461.79
SUNWQ,2021-01-07,6.65,9.03,9.1,6.65,38981027,35.79,Win,38461.79
TRCH,2021-01-07,0.8557,1.16,1.17,0.8557,17694123,35.56,Win,38461.79
DMTKW,2021-01-07,2.8,3.77,4,2.715,3080425,34.64,Win,38461.79
DMTWQ,2021-01-07,2.8,3.77,4,2.715,3080400,34.64,Win,38461.79
LMFA,2021-01-08,0.78,2.13,2.31,0.71,7826203,173.08,Win,31874.2
BTCS,2021-01-08,7.7,13.4,15.8,7.4,1677933,74.03,Win,31874.2
BTCSD,2021-01-08,0.77,1.34,1.58,0.74,16779300,74.03,Win,31874.2
SIGL,2021-01-08,4.25,7.19,10,4.17,875000,69.18,Win,31874.2
HUT,2021-01-08,4.55,6.39,6.63,4.55,751586.8,40.44,Win,31874.2
HUTMF,2021-01-08,4.55,6.39,6.63,4.55,3757900,40.44,Win,31874.2
CHKAQ,2021-01-08,3.26,4.3,5.12,3.26,1106157,31.9,Win,31874.2
PTE,2021-01-08,1.02,1.32,1.5,0.9797,86999201,29.41,Win,31874.2
CMRX,2021-01-08,6.554,8.42,9.36,6.55,20386090,28.47,Win,31874.2
IPDN,2021-01-08,2.25,2.85,3.319,2.09,573824,26.67,Win,31874.2
DFLYF,2021-01-08,4.25,5.35,5.75,3.85,1014522,25.88,Win,31874.2
BGI,2021-01-08,0.94,1.18,1.5,0.88,16846400,25.53,Win,31874.2
BRQS,2021-01-08,1.07,1.33,1.34,1.04,38980427,24.3,Win,31874.2
CGA,2021-01-08,4.46,5.45,5.82,4.1,744018,22.2,Win,31874.2
ENFY,2021-01-08,4.46,5.45,5.82,4.1,744000,22.2,Win,31874.2
ASXC,2021-01-08,0.95,1.16,1.25,0.9,46453400,22.11,Win,31874.2
TRXC,2021-01-08,0.95,1.16,1.25,0.9,44870886,22.11,Win,31874.2
IZEA,2021-01-08,1.85,2.25,2.34,1.82,4281847.75,21.62,Win,31874.2
ACRHF,2021-01-08,4.66,5.66,5.83,4.41,729100,21.46,Win,31874.2
SGOC,2021-01-08,1.64,1.99,2.2,1.58,3542760,21.34,Win,31874.2
CCIV-WT,2021-01-11,1.5,4,4.6,1.5,13973300,166.67,Win,28695.42
LCIDW,2021-01-11,1.5,4,4.6,1.5,13973300,166.67,Win,28695.42
SIFY,2021-01-11,1.62,2.85,3.69,1.62,8047417,75.93,Win,28695.42
RIDEW,2021-01-11,10.61,15.5,17.12,10.3,2159104,46.09,Win,28695.42
STEM-WT,2021-01-11,8.25,11.34,12.79,8.25,1330411,37.45,Win,28695.42
HECCW,2021-01-11,1.7,2.25,2.29,1.7,892576,32.35,Win,28695.42
CCIV,2021-01-11,10.04,13.2,14,10.03,108330855,31.47,Win,28695.42
CCIV-U,2021-01-11,10.05,13.2,14,10.03,108167484,31.34,Win,28695.42
CCIV-WS,2021-01-11,10.05,13.2,14,10.03,108167484,31.34,Win,28695.42
LCID,2021-01-11,10.05,13.2,14,10.03,10816750,31.34,Win,28695.42
DFFN,2021-01-11,0.99,1.3,1.35,0.9489,18354298,31.31,Win,28695.42
CTEK,2021-01-11,1.61,2.11,2.19,1.61,1178878,31.06,Win,28695.42
CATX,2021-01-11,1.49,1.95,2.05,1.42,4644290,30.87,Win,28695.42
JUPW,2021-01-11,5.02,6.55,7.63,4.8801,7477831,30.48,Win,28695.42
SHOT,2021-01-11,5.02,6.55,7.63,4.88,7463600,30.48,Win,28695.42
AWX,2021-01-11,2.46,3.2,3.42,2.46,1242000,30.08,Win,28695.42
SLGG,2021-01-11,2.5,3.24,3.58,2.5,8992229,29.6,Win,28695.42
ARBKF,2021-01-11,1.15,1.49,1.52,1.15,13276200,29.57,Win,28695.42
ISR,2021-01-11,1.49,1.89,2.05,1.42,47307180,26.85,Win,28695.42
BGI,2021-01-11,1.01,1.26,1.27,0.96,2467600,24.75,Win,28695.42
CHUC,2021-01-12,0.53,1.89,2.81,0.53,2114765,256.6,Win,59750.31
CPSH,2021-01-12,3.22,6.84,7.6,3.1,3778046,112.42,Win,59750.31
APWC,2021-01-12,2.46,4.805,4.83,2.37,1593917,95.33,Win,59750.31
ACRX,2021-01-12,1.35,2.19,2.21,1.345,38082519,62.22,Win,59750.31
TLPH,2021-01-12,1.35,2.18,2.21,1.35,1900540,61.48,Win,59750.31
BLOZF,2021-01-12,0.79,1.148,1.25,0.75,4111500,45.32,Win,59750.31
BTCS,2021-01-12,10,14,16.7,10,720150.4,40.0,Win,59750.31
BTCSD,2021-01-12,1,1.4,1.67,1,7201500,40.0,Win,59750.31
SUNW,2021-01-12,8.07,10.91,11.29,8.07,26440635,35.19,Win,59750.31
SUNWQ,2021-01-12,8.07,10.91,11.29,8.07,26315707,35.19,Win,59750.31
ENG,2021-01-12,4.9462,6.57,7.49,4.6526,36602845,32.83,Win,59750.31
ENGC,2021-01-12,4.95,6.57,7.49,4.65,4575350,32.73,Win,59750.31
ENGCQ,2021-01-12,4.95,6.57,7.49,4.65,4575350,32.73,Win,59750.31
POWW,2021-01-12,4.24,5.42,5.75,4.2,7052236,27.83,Win,59750.31
BGM,2021-01-12,8.01,10,22,8.01,1647220,24.84,Win,59750.31
QLI,2021-01-12,8.01,10,22,8.01,1647220,24.84,Win,59750.31
ACTCU,2021-01-12,23.47,29.25,29.29,21.8,4966049,24.63,Win,59750.31
WNDW,2021-01-12,12.85,15.93,15.97,12.85,782100,23.97,Win,59750.31
ACTC,2021-01-12,20.33,25.2,25.44,18.7101,59264831,23.95,Win,59750.31
PTRAQ,2021-01-12,20.33,25.2,25.44,18.7101,58914449,23.95,Win,59750.31
FRSX,2021-01-13,4.53,6.8,7.9,4.32,813931.67,50.11,Win,10183.21
DFLYF,2021-01-13,5.5,8.15,8.35,5.25,1598742,48.18,Win,10183.21
SIGL,2021-01-13,5.86,8.43,10.6,5.86,899700,43.86,Win,10183.21
GWHP,2021-01-13,1.62,2.31,2.466,1.59,1257215,42.59,Win,10183.21
SAVA,2021-01-13,8.31,11.45,12.99,8.17,24965200,37.79,Win,10183.21
VOLT_old,2021-01-13,2.5,3.28,3.3,2.1902,4670839,31.2,Win,10183.21
IRIX,2021-01-13,3.94,5.12,5.29,3.8,1693733,29.95,Win,10183.21
REFR,2021-01-13,3.13,3.95,4.86,3.08,2963937,26.2,Win,10183.21
URG,2021-01-13,0.8848,1.11,1.16,0.8566,26674561,25.45,Win,10183.21
GNCA,2021-01-13,2.45,3.07,3.5,2.41,3125668,25.31,Win,10183.21
GNCAQ,2021-01-13,2.45,3.07,3.5,2.41,3114293,25.31,Win,10183.21
ONDS,2021-01-13,10,12.28,14.9,9.26,2881200,22.8,Win,10183.21
ONDS_old,2021-01-13,10,12.28,14.9,9.26,2881200,22.8,Win,10183.21
ONDSD,2021-01-13,10,12.28,14.9,9.26,2881200,22.8,Win,10183.21
POWW,2021-01-13,5.94,7.28,8.98,5.84,37212441,22.56,Win,10183.21
VIRC,2021-01-13,2.4999,3.05,3.4267,2.4988,571877,22.0,Win,10183.21
OCGN,2021-01-13,2.08,2.5,2.84,1.96,90293297,20.19,Win,10183.21
CPSH,2021-01-13,6.29,7.46,8.75,5.51,12860480,18.6,Win,10183.21
GRAM,2021-01-13,10.84,12.85,12.906,10.75,2524500,18.54,Win,10183.21
GRAMF,2021-01-13,10.84,12.85,12.906,10.75,2524512,18.54,Win,10183.21
LXRX,2021-01-14,4.22,8.05,9.4,4.07,163685703,90.76,Win,17993.37
CFACW,2021-01-14,2.08,3.23,3.75,1.9,2292654,55.29,Win,17993.37
LIDRW,2021-01-14,2.08,3.23,3.75,1.9,2292083,55.29,Win,17993.37
BTCSD,2021-01-14,2.08,3.06,3.24,1.9,11444400,47.12,Win,17993.37
ANDAW,2021-01-14,0.801,1.15,1.19,0.801,692657,43.57,Win,17993.37
SNAXW,2021-01-14,0.801,1.15,1.19,0.801,690490,43.57,Win,17993.37
CHKAQ,2021-01-14,2.26,3.21,3.9,2.25,1080133,42.04,Win,17993.37
BNGOW,2021-01-14,3.4,4.77,6,3.4,625728,40.29,Win,17993.37
SIGL,2021-01-14,8.5,11.5,14.74,8.5,1243800,35.29,Win,17993.37
PRET,2021-01-14,15.9,21.15,24.3,15.9,1169227,33.02,Win,17993.37
PRETQ,2021-01-14,15.9,21.15,24.3,15.9,1169227,33.02,Win,17993.37
PEI,2021-01-14,1.07,1.41,1.62,1.06,17570170,31.78,Win,17993.37
CFACU,2021-01-14,11.2,14.2,15.12,11.06,1271215,26.79,Win,17993.37
GSM,2021-01-14,1.78,2.25,2.3,1.7529,3153208,26.4,Win,17993.37
SENS,2021-01-14,0.95,1.2,1.2,0.91,2373245,26.32,Win,17993.37
TCCO,2021-01-14,4.66,5.83,6.27,4.66,1118478,25.11,Win,17993.37
SINO,2021-01-14,2.75,3.39,3.42,2.7072,777278,23.27,Win,17993.37
LKYSF,2021-01-14,0.897,1.09,1.1,0.897,1612300,21.52,Win,17993.37
NUMIF,2021-01-14,0.897,1.09,1.1,0.897,1612296,21.52,Win,17993.37
CFAC,2021-01-14,10.94,13.29,14.4899,10.65,5345425,21.48,Win,17993.37
CRNT,2021-01-15,3.07,4.85,6.3,2.93,38124320,57.98,Win,26094.39
ACER,2021-01-15,3.01,3.85,4.44,2.7265,19849135,27.91,Win,26094.39
SEAC,2021-01-15,1.28,1.6,1.78,1.2,20232199,25.0,Win,26094.39
NVIV,2021-01-15,0.9,1.11,1.15,0.8701,19418486,23.33,Win,26094.39
NVIVQ,2021-01-15,22.5,27.75,28.75,21.75,776088,23.33,Win,26094.39
TELL,2021-01-15,1.7294,2.13,2.37,1.66,69501660,23.16,Win,26094.39
CLXPF,2021-01-15,1.587,1.95,2.1,1.587,1673800,22.87,Win,26094.39
POLA,2021-01-15,9.64,11.52,15.57,9.64,5554186,19.5,Win,26094.39
REKR,2021-01-15,8.93,10.58,11.65,8.91,3306200,18.48,Win,26094.39
JNCE,2021-01-15,7.74,9.12,9.22,7.74,1163925,17.83,Win,26094.39
CCIV-WT,2021-01-15,6,7.01,8.88,5.49,10808011,16.83,Win,26094.39
LCIDW,2021-01-15,6,7.01,8.88,5.49,10808011,16.83,Win,26094.39
SRNE,2021-01-15,8.15,9.5,9.74,8.02,56077579,16.56,Win,26094.39
SRNEQ,2021-01-15,8.15,9.5,9.74,8.02,56077600,16.56,Win,26094.39
GSMG,2021-01-15,2.9,3.38,4.46,2.9,1298722,16.55,Win,26094.39
CFMS,2021-01-15,1.06,1.22,1.37,1.05,8265663,15.09,Win,26094.39
OBSV,2021-01-15,3.54,4.07,4.39,3.4,142322433,14.97,Win,26094.39
JCQQ,2021-01-15,1.75,2,2,1.75,850000,14.29,Win,26094.39
SOFIW,2021-01-15,6.8,7.7,8.46,6.7,1641789,13.24,Win,26094.39
VIOT,2021-01-15,5.64,6.38,6.43,5.56,645658,13.12,Win,26094.39
BILZF,2021-01-19,0.42,1.2,1.24,0.42,3596800,185.71,Win,3863.7
GRTSQ,2021-01-19,8.8398,22.27,22.47,7.52,72399325,151.93,Win,3863.7
GRTS,2021-01-19,8.84,22.27,22.47,7.52,72399328,151.92,Win,3863.7
SENS,2021-01-19,1.6,2.85,2.98,1.48,20496185,78.12,Win,3863.7
DARE,2021-01-19,1.44,2.36,2.68,1.41,3666960,63.89,Win,3863.7
INUV,2021-01-19,0.95,1.45,1.7,0.92,26317450,52.63,Win,3863.7
WWR,2021-01-19,5.127,7,7.07,4.96,45639711,36.53,Win,3863.7
PCTI,2021-01-19,6.61,8.88,8.88,6.5,1984205,34.34,Win,3863.7
MNTSW,2021-01-19,6.99,9.37,9.39,6.5006,624666,34.05,Win,3863.7
SRACW,2021-01-19,6.99,9.37,9.39,6.5006,625966,34.05,Win,3863.7
ACRS,2021-01-19,14.05,18.83,19.95,13.29,114362203,34.02,Win,3863.7
AIRG,2021-01-19,19.65,25.81,27.55,19.65,1408457,31.35,Win,3863.7
CIDM,2021-01-19,0.839,1.1,1.15,0.831,70053647,31.11,Win,3863.7
CNVS,2021-01-19,0.84,1.1,1.15,0.83,3496510,30.95,Win,3863.7
COCP,2021-01-19,1.686,2.19,2.45,1.58,2235086.58,29.89,Win,3863.7
ASXC,2021-01-19,2.7,3.49,4.01,2.51,209779600,29.26,Win,3863.7
PEI,2021-01-19,1.42,1.83,1.97,1.41,10073350,28.87,Win,3863.7
PRET,2021-01-19,21.3,27.45,29.55,21.15,670547,28.87,Win,3863.7
PRETQ,2021-01-19,21.3,27.45,29.55,21.15,670547,28.87,Win,3863.7
TRXC,2021-01-19,2.7,3.42,4.01,2.51,209930727,26.67,Win,3863.7
OBLN,2021-01-20,3.21,8.28,10.77,2.7,445936624,157.94,Win,27694.31
GWHP,2021-01-20,2.13,4.485,4.5,2.064,1453231,110.56,Win,27694.31
FTOCW,2021-01-20,2.07,3.83,4.46,2,4329456,85.02,Win,27694.31
PAYOW,2021-01-20,2.07,3.83,4.46,2,4321256,85.02,Win,27694.31
CGIX,2021-01-20,3.4,5.86,5.95,3.24,8565532,72.35,Win,27694.31
VYNT,2021-01-20,3.4,5.86,5.95,3.24,8556688,72.35,Win,27694.31
YQ,2021-01-20,12.31,18.16,19.37,12.3,586570,47.52,Win,27694.31
GSAT,2021-01-20,0.97,1.37,1.48,0.92,11235813,41.24,Win,27694.31
CLSN,2021-01-20,0.9121,1.275,1.39,0.9121,38839928,39.79,Win,27694.31
DMKPQ,2021-01-20,1.028,1.43,1.66,0.9806,3964759,39.11,Win,27694.31
ADMP,2021-01-20,1.03,1.43,1.66,0.9806,278150621,38.83,Win,27694.31
DMK,2021-01-20,1.03,1.43,1.66,0.98,3964759,38.83,Win,27694.31
BBRWD,2021-01-20,0.7801,1.0801,1.0801,0.7501,1280060,38.46,Win,27694.31
TMDI,2021-01-20,2.06,2.85,3.18,2.05,34823999,38.35,Win,27694.31
TMDIF,2021-01-20,2.06,2.85,3.18,2.05,34708600,38.35,Win,27694.31
TLSA,2021-01-20,3.4689,4.688,5.243,3.3896,19709061,35.14,Win,27694.31
FTOCU,2021-01-20,11.2,15,15.06,11.14,2910185,33.93,Win,27694.31
GRTS,2021-01-20,19.3,25.49,35.2,18.92,47467090,32.07,Win,27694.31
GRTSQ,2021-01-20,19.3,25.49,35.2,18.92,47467094,32.07,Win,27694.31
FTOC,2021-01-20,10.55,13.77,13.83,10.48,19174745,30.52,Win,27694.31
REEMF,2021-01-21,1.2594,2.0491,2.119,1.2594,7018264.67,62.7,Win,42649.89
CANN,2021-01-21,0.82,1.1845,1.25,0.82,2704500,44.45,Win,42649.89
CHKAQ,2021-01-21,2.85,4,4.47,2.84,1274254,40.35,Win,42649.89
BVXV,2021-01-21,4.38,5.95,6.88,4.08,10922846,35.84,Win,42649.89
CRBP,2021-01-21,1.762,2.36,2.36,1.71,1383125.4,33.94,Win,42649.89
ASDND,2021-01-21,3.735,4.95,5.55,3.45,728764,32.53,Win,42649.89
TIGR,2021-01-21,14.35,18.41,18.88,14.1,15424900,28.29,Win,42649.89
TLGT,2021-01-21,0.99,1.27,1.27,0.951,10032645,28.28,Win,42649.89
CTK,2021-01-21,2.76,3.48,3.67,2.69,2256819,26.09,Win,42649.89
MAPSW,2021-01-21,7.44,9.35,9.58,6.8,1502040,25.67,Win,42649.89
SSPKW,2021-01-21,7.44,9.35,9.58,6.8,1505683,25.67,Win,42649.89
ACAMW,2021-01-21,2.4,3.01,3.08,2.27,1654761,25.42,Win,42649.89
LOTZW,2021-01-21,2.4,3.01,3.08,2.27,1659535,25.42,Win,42649.89
FUV,2021-01-21,18.49,23.06,23.69,17.4,9079886,24.72,Win,42649.89
HTZ_old,2021-01-21,1.2,1.495,1.73,1.2,17078136,24.58,Win,42649.89
HTZGQ,2021-01-21,1.2,1.495,1.73,1.2,17078200,24.58,Win,42649.89
IPOD-WT,2021-01-21,4.5,5.59,5.73,4.37,729367,24.22,Win,42649.89
AZRX,2021-01-21,1,1.24,1.52,0.94,73488123,24.0,Win,42649.89
FWBI,2021-01-21,1,1.24,1.52,0.94,73569161,24.0,Win,42649.89
QTT,2021-01-21,3.53,4.34,4.88,3.28,120443230,22.95,Win,42649.89
MKD,2021-01-22,0.895,1.53,1.69,0.89,133902242,70.95,Win,4817.91
MKDTY,2021-01-22,0.895,1.53,1.69,0.89,134443065,70.95,Win,4817.91
EVGOW,2021-01-22,4.1,7,8.27,4.1,3501179,70.73,Win,4817.91
AZRX,2021-01-22,1.2222,1.84,2.63,1.22,179230859,50.55,Win,4817.91
FWBI,2021-01-22,1.2222,1.84,2.63,1.22,179619314,50.55,Win,4817.91
EXPR,2021-01-22,1.19,1.79,2.04,1.15,70596551,50.42,Win,4817.91
ATLXD,2021-01-22,3.9,5.7,6.7875,3.75,911804,46.15,Win,4817.91
ABAT,2021-01-22,2.35,3.335,3.48,2.29,2277253,41.91,Win,4817.91
ABML,2021-01-22,2.35,3.335,3.48,2.29,2277254,41.91,Win,4817.91
ABMLD,2021-01-22,2.35,3.335,3.48,2.29,2277253,41.91,Win,4817.91
POLA,2021-01-22,16.96,23.6,24.9,16.71,2514100,39.15,Win,4817.91
APWC,2021-01-22,4.0535,5.58,8.8,4.0293,24401580,37.66,Win,4817.91
CBDS,2021-01-22,0.82,1.1155,1.12,0.7712,889550,36.04,Win,4817.91
DOGP,2021-01-22,0.82,1.1155,1.12,0.7712,889550,36.04,Win,4817.91
YI,2021-01-22,8.75,11.9,12.85,8.75,588909.2,36.0,Win,4817.91
OPTT,2021-01-22,4.14,5.6,5.625,4.1,51051136,35.27,Win,4817.91
RLX,2021-01-22,22.34,29.51,30.97,22.3,95762100,32.09,Win,4817.91
DFLYF,2021-01-22,8.25,10.7,11.25,8.1,1229028,29.7,Win,4817.91
PPSI,2021-01-22,7.1,9,10.05,6.89,11745060,26.76,Win,4817.91
YVR,2021-01-22,1.8,2.28,2.34,1.77,3471579,26.67,Win,4817.91
AMLM,2021-01-25,0.7,1.41,1.5,0.68,8162702,101.43,Win,31296.45
FORZ,2021-01-25,0.75,1.5,1.6,0.5,947900,100.0,Win,31296.45
BBRWD,2021-01-25,0.9901,1.9502,1.9502,0.9901,2040834,96.97,Win,31296.45
KOSS,2021-01-25,3.65,6,6,3.45,8512100,64.38,Win,31296.45
SNMP,2021-01-25,0.888,1.35,1.41,0.888,13946146,52.03,Win,31296.45
IZEA,2021-01-25,5.18,7.01,7.45,5.18,6330745,35.33,Win,31296.45
IPWR,2021-01-25,15.5,20.74,20.888,15,2167800,33.81,Win,31296.45
CAPR,2021-01-25,5.78,7.7,7.9247,5.69,5113433,33.22,Win,31296.45
VXRT,2021-01-25,7.57,10.05,10.7,7.31,37148754,32.76,Win,31296.45
CHEK,2021-01-25,1.65,2.09,2.27,1.56,2454330,26.67,Win,31296.45
MBAI,2021-01-25,1.65,2.09,2.27,1.56,2454330,26.67,Win,31296.45
DVAX,2021-01-25,5.2183,6.55,6.57,5.2183,12062310,25.52,Win,31296.45
YALA,2021-01-25,19.65,24.64,24.78,19.45,6814600,25.39,Win,31296.45
GWHP,2021-01-25,4.5,5.58,5.91,4.38,633980,24.0,Win,31296.45
KAVL,2021-01-25,0.84,1.04,1.18,0.83,1343918,23.81,Win,31296.45
KAVLD,2021-01-25,0.84,1.04,1.18,0.83,1343900,23.81,Win,31296.45
AMTX,2021-01-25,7.12,8.8,11,6.86,63632961,23.6,Win,31296.45
ACRX,2021-01-25,1.95,2.41,2.5,1.92,29134356,23.59,Win,31296.45
TLPH,2021-01-25,1.95,2.41,2.5,1.92,1454000,23.59,Win,31296.45
LTBR,2021-01-25,6.9,8.41,9.31,6.9,1474976,21.88,Win,31296.45
GTXOD,2021-01-26,2.6,5.85,9.75,2.6,636732,125.0,Win,37045.77
PBI,2021-01-26,7.62,13.63,14.39,7.26,47577047,78.87,Win,37045.77
LIVE,2021-01-26,18.39,27.81,35.91,17.71,1772100,51.22,Win,37045.77
TUEM,2021-01-26,1.4,2.01,2.01,1.4,1304519,43.57,Win,37045.77
FORD,2021-01-26,2.75,3.89,4.2,2.7,516419.9,41.45,Win,37045.77
FWDI,2021-01-26,2.75,3.89,4.2,2.7,516420,41.45,Win,37045.77
UUU,2021-01-26,5.77,7.92,8.1,5.77,2521900,37.26,Win,37045.77
CVLB,2021-01-26,13.0279,17.72,18.44,12.51,2774763,36.02,Win,37045.77
LFMD,2021-01-26,13.03,17.72,18.44,12.51,2759200,35.99,Win,37045.77
AGAE,2021-01-26,1.83,2.41,2.49,1.81,19995471,31.69,Win,37045.77
HIHO,2021-01-26,4.2999,5.5,5.74,4.2849,975324,27.91,Win,37045.77
NBAC,2021-01-26,17.15,21.77,21.82,17.11,1069699,26.94,Win,37045.77
MITT,2021-01-26,3.36,4.26,4.51,3.3,6924167,26.79,Win,37045.77
SAVA,2021-01-26,15.43,19.43,20.58,14.48,7685500,25.92,Win,37045.77
CTL,2021-01-26,11.6,14.59,15.38,11.37,60245801,25.78,Win,37045.77
LUMN,2021-01-26,11.6,14.59,15.38,11.37,60245801,25.78,Win,37045.77
KAVL,2021-01-26,1.05,1.31,1.31,1.04,1038904,24.76,Win,37045.77
